BLOCK,ID,CODE,SOURCE,POP,TRTA,FAMFULL,TRTB,LAT,HERB,VEGWT,RWT
M11,73,C039/I11,M,NA,C,C039,C,NA,NA,4.507,0
M11,74,C224/I11,M,NA,C,C224,C,NA,NA,2.407,0
M11,75,C137/I11,M,NA,C,C137,C,NA,NA,5.457,0
M11,76,P178/I11,M,NA,P,P178,C,NA,NA,7.337,0
M11,77,P101/I11,M,NA,P,P101,C,NA,NA,3.187,0
M11,78,C122/I11,M,NA,C,C122,C,NA,NA,5.397,0
M11,79,C033/I11,M,NA,C,C033,C,NA,NA,6.897,0
M11,80,C028/I11,M,NA,C,C028,C,NA,NA,9.187,0
M11,81,P017/I11,M,NA,P,P017,C,NA,NA,3.027,0
M11,82,C027/I11,M,NA,C,C027,C,NA,NA,1.027,0
M11,83,P150/I11,M,NA,P,P150,C,NA,NA,18.587,0
M9,51,C186/I09,M,NA,C,C186,C,NA,NA,7.847,0
M9,52,P029/I09,M,NA,P,P029,C,NA,NA,8.857,0
M9,53,P027/I09,M,NA,P,P027,C,NA,NA,2.657,0
M9,54,C114/I09,M,NA,C,C114,C,NA,NA,1.997,0
M9,55,C188/I09,M,NA,C,C188,C,NA,NA,1.167,0
M9,56,P168/I09,M,NA,P,P168,C,NA,NA,5.007,0
M9,57,P016/I09,M,NA,P,P016,C,NA,NA,1.907,0
M9,58,C211/I09,M,NA,C,C211,C,NA,NA,7.257,0
M9,59,P164/I09,M,NA,P,P164,C,NA,NA,3.807,0
M9,60,P102/I09,M,NA,P,P102,C,NA,NA,5.797,0
M9,61,C126/I09,M,NA,C,C126,C,NA,NA,4.367,0
M9,62,P228/I09,M,NA,P,P228,C,NA,NA,4.997,0
M9,63,P193/I09,M,NA,P,P193,C,NA,NA,7.207,0
M9,64,C086/I09,M,NA,C,C086,C,NA,NA,2.827,0
M9,65,C237/I09,M,NA,C,C237,C,NA,NA,2.597,0
M9,67,C041/I09,M,NA,C,C041,C,NA,NA,3.477,0
M9,68,C110/I09,M,NA,C,C110,C,NA,NA,4.737,0
M9,69,C033/I09,M,NA,C,C033,C,NA,NA,1.757,0
M9,70,P176/I09,M,NA,P,P176,C,NA,NA,4.057,0
M9,71,C145/I09,M,NA,C,C145,C,NA,NA,2.827,0
M9,72,C177/I09,M,NA,C,C177,C,NA,NA,3.307,0
M9,73,P135/I09,M,NA,P,P135,C,NA,NA,4.017,0
M9,74,C105/I09,M,NA,C,C105,C,NA,NA,3.107,0
M9,75,C173/I09,M,NA,C,C173,C,NA,NA,1.977,0
M9,76,P017/I09,M,NA,P,P017,C,NA,NA,2.697,0
M9,77,P020/I09,M,NA,P,P020,C,NA,NA,2.987,0
M9,78,C134/I09,M,NA,C,C134,C,NA,NA,4.717,0
M9,79,P239/I09,M,NA,P,P239,C,NA,NA,5.567,0
M9,80,C111/I09,M,NA,C,C111,C,NA,NA,4.007,0
M9,81,P144/I09,M,NA,P,P144,C,NA,NA,0,0
M9,83,P150/I09,M,NA,P,P150,C,NA,NA,4.837,0
M9,84,P195/I09,M,NA,P,P195,C,NA,NA,5.857,0
M9,85,P042/I09,M,NA,P,P042,C,NA,NA,5.167,0.069
M9,86,C198/I09,M,NA,C,C198,C,NA,NA,10.007,0
M9,87,C197/I09,M,NA,C,C197,C,NA,NA,1.667,0
M9,88,P183/I09,M,NA,P,P183,C,NA,NA,2.917,0
M9,89,C112/I09,M,NA,C,C112,C,NA,NA,0.187,0
M9,90,P138/I09,M,NA,P,P138,C,NA,NA,10.717,0.358
M9,91,P087/I09,M,NA,P,P087,C,NA,NA,7.837,0.099
M9,92,C225/I09,M,NA,C,C225,C,NA,NA,4.817,0.059
M9,93,P178/I09,M,NA,P,P178,C,NA,NA,3.127,0.159
M9,94,P137/I09,M,NA,P,P137,C,NA,NA,4.327,0
M9,95,C108/I09,M,NA,C,C108,C,NA,NA,1.867,0
M9,96,C024/I09,M,NA,C,C024,C,NA,NA,9.697,0
M9,97,C238/I09,M,NA,C,C238,C,NA,NA,1.837,0
M9,98,C101/I09,M,NA,C,C101,C,NA,NA,3.427,0.039
M9,99,P028/I09,M,NA,P,P028,C,NA,NA,8.587,0
M9,100,P021/I09,M,NA,P,P021,C,NA,NA,4.047,0
M9,1,C057/I09,M,NA,C,C057,C,NA,NA,0.757,0
M9,2,P181/I09,M,NA,P,P181,C,NA,NA,15.227,0.927
M9,3,P109/I09,M,NA,P,P109,C,NA,NA,6.407,0
M9,4,P166/I09,M,NA,P,P166,C,NA,NA,2.867,0
M9,5,P092/I09,M,NA,P,P092,C,NA,NA,13.187,0
M9,6,C226/I09,M,NA,C,C226,C,NA,NA,9.457,0
M9,7,C154/I09,M,NA,C,C154,C,NA,NA,5.127,0
M9,8,C028/I09,M,NA,C,C028,C,NA,NA,9.297,0
M9,9,P030/I09,M,NA,P,P030,C,NA,NA,3.817,0
M9,10,C122/I09,M,NA,C,C122,C,NA,NA,6.877,0
M9,11,C039/I09,M,NA,C,C039,C,NA,NA,9.167,0.579
M9,12,C096/I09,M,NA,C,C096,C,NA,NA,2.457,0
M9,13,P156/I09,M,NA,P,P156,C,NA,NA,8.807,0.569
M9,14,P136/I09,M,NA,P,P136,C,NA,NA,4.857,0.069
M9,15,P086/I09,M,NA,P,P086,C,NA,NA,2.277,0
M9,16,C027/I09,M,NA,C,C027,C,NA,NA,3.837,0.119
M9,17,C172/I09,M,NA,C,C172,C,NA,NA,4.747,0
M9,18,C187/I09,M,NA,C,C187,C,NA,NA,8.267,0
M9,19,C151/I09,M,NA,C,C151,C,NA,NA,4.397,0.039
M9,20,P218/I09,M,NA,P,P218,C,NA,NA,11.557,0.789
M9,21,P201/I09,M,NA,P,P201,C,NA,NA,4.697,0
M9,22,C132/I09,M,NA,C,C132,C,NA,NA,2.837,0
M9,23,P212/I09,M,NA,P,P212,C,NA,NA,2.837,0
M9,24,C071/I09,M,NA,C,C071,C,NA,NA,2.197,0
M9,25,C021/I09,M,NA,C,C021,C,NA,NA,6.737,0.199
M9,26,C216/I09,M,NA,C,C216,C,NA,NA,2.797,0
M9,27,C203/I09,M,NA,C,C203,C,NA,NA,5.407,1.307
M9,28,P098/I09,M,NA,P,P098,C,NA,NA,6.767,0.139
M9,29,P101/I09,M,NA,P,P101,C,NA,NA,2.347,0
M9,30,C214/I09,M,NA,C,C214,C,NA,NA,1.677,0
M9,31,P089/I09,M,NA,P,P089,C,NA,NA,2.327,0
M9,32,C144/I09,M,NA,C,C144,C,NA,NA,6.167,0
M9,33,C208/I09,M,NA,C,C208,C,NA,NA,2.727,0
M9,34,C088/I09,M,NA,C,C088,C,NA,NA,3.337,0
M9,35,P084/I09,M,NA,P,P084,C,NA,NA,3.047,0.079
M9,36,P128/I09,M,NA,P,P128,C,NA,NA,4.457,0
M9,37,P217/I09,M,NA,P,P217,C,NA,NA,2.267,0
M9,38,P232/I09,M,NA,P,P232,C,NA,NA,8.937,0.019
M9,39,P233/I09,M,NA,P,P233,C,NA,NA,5.197,0
M9,40,P078/I09,M,NA,P,P078,C,NA,NA,6.307,0
M9,41,P188/I09,M,NA,P,P188,C,NA,NA,1.107,0
M9,42,P223/I09,M,NA,P,P223,C,NA,NA,7.227,0
M9,43,C215/I09,M,NA,C,C215,C,NA,NA,2.317,0
M9,44,C022/I09,M,NA,C,C022,C,NA,NA,2.167,0
M9,45,P050/I09,M,NA,P,P050,C,NA,NA,5.937,0
M9,46,P122/I09,M,NA,P,P122,C,NA,NA,1.467,0
M9,47,P055/I09,M,NA,P,P055,C,NA,NA,2.537,0
M9,48,C075/I09,M,NA,C,C075,C,NA,NA,10.747,0
M9,49,C135/I09,M,NA,C,C135,C,NA,NA,6.167,0
M9,50,P245/I09,M,NA,P,P245,C,NA,NA,17.897,0
E1,53,P06/F05/I01,E,6,NA,605,P,41.57154,L,32.237,2.486
E1,52,P22/F11/I01,E,22,NA,2211,P,46.75552,H,7.537,0.309
E1,51,P10/F02/I01,E,10,NA,1002,P,43.69717,H,22.647,1.197
E1,50,P20/F50/I01,E,20,NA,2050,P,48.10384,L,6.647,0
E1,49,P22/F24/I01,E,22,NA,2224,P,46.75552,H,7.617,1.549
E1,48,P13/F61/I01,E,13,NA,1361,P,44.6076,H,16.367,0
E1,47,P05/F50/I01,E,5,NA,550,P,41.42692,L,13.327,1.699
E1,46,P19/F25/I01,E,19,NA,1925,P,47.73136,L,6.137,1.639
E1,45,P08/F43/I01,E,8,NA,843,P,41.97527,H,23.847,0.559
E1,44,P20/F73/I01,E,20,NA,2073,P,48.10384,L,4.727,0
E1,43,P16/F59/I01,E,16,NA,1659,P,44.75284,L,17.537,1.236
E1,42,P15/F39/I01,E,15,NA,1539,P,44.2915,L,4.457,0
E1,41,P19/F70/I01,E,19,NA,1970,P,47.73136,L,18.117,1.389
E1,40,P04/F46/I01,E,4,NA,446,P,40.06813,H,14.637,2.049
E1,16,P06/F19/I01,E,6,NA,619,P,41.57154,L,13.657,0
E1,15,P01/F47/I01,E,1,NA,147,P,38.8235,L,16.137,0.529
E1,14,P20/F43/I01,E,20,NA,2043,P,48.10384,L,2.607,0
E1,13,P09/F49/I01,E,9,NA,949,P,42.79109,H,8.877,1.729
E1,12,P15/F42/I01,E,15,NA,1542,P,44.2915,L,8.587,0.799
E1,11,P16/F09/I01,E,16,NA,1609,P,44.75284,L,7.377,0
E1,10,P01/F07/I01,E,1,NA,107,P,38.8235,L,9.317,0
E1,9,P13/F53/I01,E,13,NA,1353,P,44.6076,H,4.577,0.299
E1,8,P13/F27/I01,E,13,NA,1327,P,44.6076,H,5.157,0
E1,7,P09/F72/I01,E,9,NA,972,P,42.79109,H,5.357,0.759
E1,6,P17/F59/I01,E,17,NA,1759,P,45.02376,H,8.427,0
E1,5,P12/F75/I01,E,12,NA,1275,P,44.54749,L,3.097,0
E1,4,P17/F30/I01,E,17,NA,1730,P,45.02376,H,11.207,0
E1,3,P11/F60/I13,E,11,NA,1160,P,43.28958,L,10.207,0
E1,2,P18/F77/I01,E,18,NA,1877,P,45.76868,L,5.767,0
E1,1,P15/F22/I01,E,15,NA,1522,P,44.2915,L,2.557,0
E1,39,P01/F26/I01,E,1,NA,126,P,38.8235,L,4.597,0
E1,38,P06/F65/I01,E,6,NA,665,P,41.57154,L,25.917,0.309
E1,37,P18/F76/I01,E,18,NA,1876,P,45.76868,L,6.437,0
E1,36,P14/F30/I01,E,14,NA,1430,P,44.29771,H,16.517,0.369
E1,35,P06/F21/I01,E,6,NA,621,P,41.57154,L,18.727,0
E1,34,P03/F31/I01,E,3,NA,331,P,40.23327,H,10.797,0
E1,33,P12/F51/I01,E,12,NA,1251,P,44.54749,L,7.547,0
E1,32,P15/F13/I01,E,15,NA,1513,P,44.2915,L,7.257,0.619
E1,31,P19/F26/I01,E,19,NA,1926,P,47.73136,L,4.717,0
E1,30,P12/F60/I01,E,12,NA,1260,P,44.54749,L,6.087,0.239
E1,29,P16/F66/I01,E,16,NA,1666,P,44.75284,L,4.277,0.589
E1,28,P15/F14/I01,E,15,NA,1514,P,44.2915,L,6.917,0
E1,27,P13/F45/I01,E,13,NA,1345,P,44.6076,H,5.837,2.159
E1,26,P11/F66/I01,E,11,NA,1166,P,43.28958,L,22.787,0
E1,25,P13/F78/I01,E,13,NA,1378,P,44.6076,H,5.067,0
E1,24,P14/F61/I01,E,14,NA,1461,P,44.29771,H,17.637,0.359
E1,23,P20/F07/I01,E,20,NA,2007,P,48.10384,L,21.297,0.369
E1,22,P01/F20/I01,E,1,NA,120,P,38.8235,L,29.837,3.736
E1,21,P02/F25/I01,E,2,NA,225,P,38.7966,L,9.467,0
E1,20,P19/F06/I01,E,19,NA,1906,P,47.73136,L,6.217,0.669
E1,19,P04/F14/I01,E,4,NA,414,P,40.06813,H,14.417,0
E1,18,P18/F03/I01,E,18,NA,1803,P,45.76868,L,16.057,1.199
E1,17,P14/F20/I01,E,14,NA,1420,P,44.29771,H,14.807,1.309
E1,62,P10/F08/I01,E,10,NA,1008,P,43.69717,H,11.297,0
E1,61,P04/F80/I01,E,4,NA,480,P,40.06813,H,18.527,1.746
E1,60,P13/F60/I01,E,13,NA,1360,P,44.6076,H,15.477,1.559
E1,59,P09/F35/I01,E,9,NA,935,P,42.79109,H,3.317,0
E1,58,P20/F47/I01,E,20,NA,2047,P,48.10384,L,15.187,0
E1,57,P11/F15/I01,E,11,NA,1115,P,43.28958,L,19.017,0.229
E1,56,P11/F68/I01,E,11,NA,1168,P,43.28958,L,10.837,0
E1,55,P09/F27/I01,E,9,NA,927,P,42.79109,H,9.107,0.919
E1,54,P14/F72/I01,E,14,NA,1472,P,44.29771,H,10.197,0.859
E12,1,P10/F76/I12,E,10,NA,1076,P,43.69717,H,26.017,0.739
E12,2,P08/F12/I12,E,8,NA,812,P,41.97527,H,22.047,0
E12,3,P15/F42/I12,E,15,NA,1542,P,44.2915,L,5.667,0
E12,4,P19/F25/I12,E,19,NA,1925,P,47.73136,L,1.557,0
E12,5,P20/F41/I12,E,20,NA,2041,P,48.10384,L,4.597,0
E12,6,P22/F46/I12,E,22,NA,2246,P,46.75552,H,15.667,0.299
E12,7,P15/F13/I12,E,15,NA,1513,P,44.2915,L,3.037,0
E12,8,P14/F72/I12,E,14,NA,1472,P,44.29771,H,7.617,0
E12,9,P04/F66/I12,E,4,NA,466,P,40.06813,H,8.627,0
E12,10,P22/F24/I12,E,22,NA,2224,P,46.75552,H,8.777,0.709
E12,11,P15/F60/I12,E,15,NA,1560,P,44.2915,L,5.377,1.118
E12,12,P11/F09/I12,E,11,NA,1109,P,43.28958,L,6.227,0
E12,13,P04/F26/I12,E,4,NA,426,P,40.06813,H,15.237,0.319
E12,14,P18/F30/I12,E,18,NA,1830,P,45.76868,L,11.417,0
E12,15,P02/F77/I12,E,2,NA,277,P,38.7966,L,8.767,0
E12,16,P10/F37/I12,E,10,NA,1037,P,43.69717,H,21.227,1.916
E12,17,P16/F52/I12,E,16,NA,1652,P,44.75284,L,3.927,0
E12,18,P11/F26/I12,E,11,NA,1126,P,43.28958,L,14.387,0.109
E12,19,P01/F25/I12,E,1,NA,125,P,38.8235,L,14.337,0
E12,20,P04/F48/I12,E,4,NA,448,P,40.06813,H,12.787,0.549
E12,21,P13/F53/I12,E,13,NA,1353,P,44.6076,H,9.177,1.926
E12,22,P02/F25/I12,E,2,NA,225,P,38.7966,L,9.997,0
E12,23,P12/F22/I12,E,12,NA,1222,P,44.54749,L,11.697,0
E12,24,P01/F71/I12,E,1,NA,171,P,38.8235,L,42.097,0.699
E12,25,P20/F30/I12,E,20,NA,2030,P,48.10384,L,7.247,0
E12,26,P08/F13/I12,E,8,NA,813,P,41.97527,H,12.107,0.189
E12,27,P15/F22/I12,E,15,NA,1522,P,44.2915,L,6.377,0
E12,28,P02/F21/I12,E,2,NA,221,P,38.7966,L,0.717,0
E12,29,P18/F71/I12,E,18,NA,1871,P,45.76868,L,4.927,0
E12,30,P16/F38/I12,E,16,NA,1638,P,44.75284,L,12.677,1.017
E12,31,P04/F46/I12,E,4,NA,446,P,40.06813,H,8.067,0
E12,32,P05/F33/I12,E,5,NA,533,P,41.42692,L,2.597,0
E12,33,P15/F29/I12,E,15,NA,1529,P,44.2915,L,6.447,0.109
E12,34,P14/F30/I12,E,14,NA,1430,P,44.29771,H,10.037,0
E12,35,P10/F29/I12,E,10,NA,1029,P,43.69717,H,9.137,0
E12,36,P19/F60/I12,E,19,NA,1960,P,47.73136,L,12.537,0
E12,37,P12/F03/I12,E,12,NA,1203,P,44.54749,L,4.817,0.509
E12,38,P08/F63/I12,E,8,NA,863,P,41.97527,H,16.527,0.299
E12,39,P05/F28/I12,E,5,NA,528,P,41.42692,L,4.967,0.589
E12,40,P01/F59/I12,E,1,NA,159,P,38.8235,L,8.947,0
E12,41,P05/F50/I12,E,5,NA,550,P,41.42692,L,11.447,0.259
E12,42,P09/F36/I12,E,9,NA,936,P,42.79109,H,8.607,0.149
E12,43,P08/F32/I12,E,8,NA,832,P,41.97527,H,17.607,0.299
E12,44,P05/F37/I12,E,5,NA,537,P,41.42692,L,7.477,0
E12,46,P04/F80/I12,E,4,NA,480,P,40.06813,H,19.327,1.576
E12,47,P14/F16/I12,E,14,NA,1416,P,44.29771,H,7.797,0.589
E12,48,P06/F44/I12,E,6,NA,644,P,41.57154,L,20.577,0.209
E12,49,P18/F80/I12,E,18,NA,1880,P,45.76868,L,11.677,0
E12,50,P01/F26/I12,E,1,NA,126,P,38.8235,L,18.877,0.909
E12,51,P11/F63/I12,E,11,NA,1163,P,43.28958,L,11.217,0.529
E12,52,P18/F50/I12,E,18,NA,1850,P,45.76868,L,5.757,0
E12,53,P15/F39/I12,E,15,NA,1539,P,44.2915,L,9.077,0
E12,54,P05/F34/I12,E,5,NA,534,P,41.42692,L,1.747,0
E12,55,P20/F07/I12,E,20,NA,2007,P,48.10384,L,5.107,0
E12,56,P22/F60/I12,E,22,NA,2260,P,46.75552,H,19.327,1.007
E12,57,P17/F74/I15,E,17,NA,1774,P,45.02376,H,6.347,0
E12,58,P08/F59/I12,E,8,NA,859,P,41.97527,H,6.797,0
E12,59,P19/F53/I12,E,19,NA,1953,P,47.73136,L,1.867,0.269
E12,60,P01/F20/I12,E,1,NA,120,P,38.8235,L,5.977,0
E12,61,P13/F27/I12,E,13,NA,1327,P,44.6076,H,8.077,0
E12,62,P17/F76/I16,E,17,NA,1776,P,45.02376,H,6.417,0
E12,63,P06/F21/I12,E,6,NA,621,P,41.57154,L,12.857,0.329
E12,64,P12/F29/I12,E,12,NA,1229,P,44.54749,L,7.417,14.879
E12,65,P02/F12/I12,E,2,NA,212,P,38.7966,L,3.527,0
E12,66,P12/F36/I12,E,12,NA,1236,P,44.54749,L,7.057,0
E12,67,P02/F35/I12,E,2,NA,235,P,38.7966,L,7.307,0
E12,68,P03/F46/I12,E,3,NA,346,P,40.23327,H,11.097,0
E12,69,P01/F02/I12,E,1,NA,102,P,38.8235,L,7.857,0.039
E12,70,P19/F69/I12,E,19,NA,1969,P,47.73136,L,0.717,0
E12,71,P13/F45/I12,E,13,NA,1345,P,44.6076,H,9.607,0.039
E12,72,P13/F26/I12,E,13,NA,1326,P,44.6076,H,1.447,0
E12,73,P10/F35/I12,E,10,NA,1035,P,43.69717,H,7.937,0.149
E12,74,P06/F41/I12,E,6,NA,641,P,41.57154,L,5.917,0
E12,75,P08/F60/I12,E,8,NA,860,P,41.97527,H,8.167,0.159
E12,76,P19/F31/I12,E,19,NA,1931,P,47.73136,L,3.617,0
E12,77,P08/F58/I12,E,8,NA,858,P,41.97527,H,6.467,0.269
E12,78,P17/F21/I12,E,17,NA,1721,P,45.02376,H,6.437,0
E12,79,P12/F51/I12,E,12,NA,1251,P,44.54749,L,6.397,0.049
E12,80,P13/F78/I12,E,13,NA,1378,P,44.6076,H,6.777,0.009
E12,81,P18/F69/I12,E,18,NA,1869,P,45.76868,L,4.217,0.099
E12,82,P20/F05/I12,E,20,NA,2005,P,48.10384,L,5.077,0
E12,83,P04/F65/I12,E,4,NA,465,P,40.06813,H,13.747,0
E12,84,P09/F33/I12,E,9,NA,933,P,42.79109,H,3.317,0
E12,85,P08/F55/I12,E,8,NA,855,P,41.97527,H,15.767,1.016
E12,86,P03/F76/I12,E,3,NA,376,P,40.23327,H,16.437,0
E12,87,P14/F79/I12,E,14,NA,1479,P,44.29771,H,6.387,0
E12,88,P14/F70/I12,E,14,NA,1470,P,44.29771,H,13.697,0.837
E12,89,P09/F49/I12,E,9,NA,949,P,42.79109,H,6.817,0
E12,90,P14/F09/I12,E,14,NA,1409,P,44.29771,H,9.317,1.677
E12,91,P12/F06/I12,E,12,NA,1206,P,44.54749,L,8.887,0.039
E12,92,P06/F36/I12,E,6,NA,636,P,41.57154,L,9.357,0.189
E12,93,P16/F60/I12,E,16,NA,1660,P,44.75284,L,6.427,0.109
E12,94,P22/F32/I16,E,22,NA,2232,P,46.75552,H,11.327,0
E12,95,P12/F68/I12,E,12,NA,1268,P,44.54749,L,15.167,1.089
E12,96,P19/F70/I12,E,19,NA,1970,P,47.73136,L,6.857,0
E12,97,P03/F24/I12,E,3,NA,324,P,40.23327,H,20.047,0
E12,98,P18/F61/I12,E,18,NA,1861,P,45.76868,L,4.637,0
E12,99,P11/F30/I12,E,11,NA,1130,P,43.28958,L,13.507,0
E12,100,P17/F48/I12,E,17,NA,1748,P,45.02376,H,11.147,0.319
M7,52,C064/I07,M,NA,C,C064,C,NA,NA,16.737,0
M7,54,P092/I07,M,NA,P,P092,C,NA,NA,4.417,0.179
M7,55,P061/I07,M,NA,P,P061,C,NA,NA,9.867,0
M7,56,C188/I07,M,NA,C,C188,C,NA,NA,4.727,0
M7,57,C186/I07,M,NA,C,C186,C,NA,NA,2.637,0
M7,58,P078/I07,M,NA,P,P078,C,NA,NA,8.047,0
M7,59,P144/I07,M,NA,P,P144,C,NA,NA,2.457,0
M7,60,C151/I07,M,NA,C,C151,C,NA,NA,6.357,0
M7,61,C215/I07,M,NA,C,C215,C,NA,NA,4.537,0
M7,62,P069/I07,M,NA,P,P069,C,NA,NA,2.417,0
M7,63,C198/I07,M,NA,C,C198,C,NA,NA,8.867,0
M7,64,P166/I07,M,NA,P,P166,C,NA,NA,1.767,0
M7,65,C041/I07,M,NA,C,C041,C,NA,NA,4.557,0
M7,66,C238/I07,M,NA,C,C238,C,NA,NA,4.607,0
M7,67,P087/I07,M,NA,P,P087,C,NA,NA,2.217,0
M7,68,C177/I07,M,NA,C,C177,C,NA,NA,4.937,0
M7,69,C112/I07,M,NA,C,C112,C,NA,NA,2.817,0
M7,70,C033/I07,M,NA,C,C033,C,NA,NA,5.807,0
M7,71,P027/I07,M,NA,P,P027,C,NA,NA,6.107,0
M7,72,P055/I07,M,NA,P,P055,C,NA,NA,2.677,0
M7,73,C086/I07,M,NA,C,C086,C,NA,NA,7.107,0
M7,74,P120/I07,M,NA,P,P120,C,NA,NA,1.237,0
M7,75,C027/I07,M,NA,C,C027,C,NA,NA,1.327,0
M7,76,C021/I07,M,NA,C,C021,C,NA,NA,2.887,0
M7,77,C219/I07,M,NA,C,C219,C,NA,NA,2.167,0
M7,78,C216/I07,M,NA,C,C216,C,NA,NA,4.107,0
M7,79,P228/I07,M,NA,P,P228,C,NA,NA,3.087,0
M7,80,C144/I07,M,NA,C,C144,C,NA,NA,3.697,0
M7,81,P101/I07,M,NA,P,P101,C,NA,NA,1.537,0
M7,82,P084/I07,M,NA,P,P084,C,NA,NA,3.247,0
M7,83,P150/I07,M,NA,P,P150,C,NA,NA,4.857,0
M7,84,C225/I07,M,NA,C,C225,C,NA,NA,12.387,0
M7,85,C057/I07,M,NA,C,C057,C,NA,NA,2.407,0
M7,86,C028/I07,M,NA,C,C028,C,NA,NA,2.387,0
M7,87,P193/I07,M,NA,P,P193,C,NA,NA,4.167,0
M7,88,P245/I07,M,NA,P,P245,C,NA,NA,2.457,0
M7,89,P098/I07,M,NA,P,P098,C,NA,NA,3.687,0
M7,90,P029/I07,M,NA,P,P029,C,NA,NA,3.927,0
M7,91,C108/I07,M,NA,C,C108,C,NA,NA,4.077,0
M7,92,P102/I07,M,NA,P,P102,C,NA,NA,4.517,0
M7,93,P181/I07,M,NA,P,P181,C,NA,NA,6.507,0
M7,94,P020/I07,M,NA,P,P020,C,NA,NA,0.007,0
M7,95,P168/I07,M,NA,P,P168,C,NA,NA,4.817,0
M7,96,C226/I07,M,NA,C,C226,C,NA,NA,7.927,0
M7,97,C024/I07,M,NA,C,C024,C,NA,NA,1.967,0
M7,98,P201/I07,M,NA,P,P201,C,NA,NA,6.177,0.219
M7,99,P239/I07,M,NA,P,P239,C,NA,NA,4.387,0
M7,100,P218/I07,M,NA,P,P218,C,NA,NA,7.217,0.109
M7,28,C135/I07,M,NA,C,C135,C,NA,NA,8.367,0
M7,29,C122/I07,M,NA,C,C122,C,NA,NA,3.617,0
M7,30,C088/I07,M,NA,C,C088,C,NA,NA,5.307,0
M7,31,P136/I07,M,NA,P,P136,C,NA,NA,7.847,0
M7,32,P188/I07,M,NA,P,P188,C,NA,NA,4.807,0
M7,33,C105/I07,M,NA,C,C105,C,NA,NA,7.437,8.919
M7,34,P232/I07,M,NA,P,P232,C,NA,NA,8.937,14.489
M7,35,C173/I07,M,NA,C,C173,C,NA,NA,4.687,0
M7,36,C132/I07,M,NA,C,C132,C,NA,NA,7.447,0
M7,37,P233/I07,M,NA,P,P233,C,NA,NA,6.727,0
M7,38,P164/I07,M,NA,P,P164,C,NA,NA,11.847,0
M7,39,C187/I07,M,NA,C,C187,C,NA,NA,2.627,0
M7,40,C134/I07,M,NA,C,C134,C,NA,NA,20.137,0
M7,41,P109/I07,M,NA,P,P109,C,NA,NA,7.587,0
M7,42,P223/I07,M,NA,P,P223,C,NA,NA,3.377,0
M7,43,P135/I07,M,NA,P,P135,C,NA,NA,15.677,0.459
M7,44,C096/I07,M,NA,C,C096,C,NA,NA,1.967,0
M7,45,C071/I07,M,NA,C,C071,C,NA,NA,8.357,0
M7,46,P217/I07,M,NA,P,P217,C,NA,NA,3.537,0
M7,47,P156/I07,M,NA,P,P156,C,NA,NA,8.547,0.449
M7,48,P016/I07,M,NA,P,P016,C,NA,NA,6.447,0
M7,49,C061/I07,M,NA,C,C061,C,NA,NA,6.177,0
M7,50,P178/I07,M,NA,P,P178,C,NA,NA,11.267,0
M7,1,P030/I07,M,NA,P,P030,C,NA,NA,8.997,0
M7,2,C172/I07,M,NA,C,C172,C,NA,NA,5.727,0
M7,3,C075/I07,M,NA,C,C075,C,NA,NA,6.797,0
M7,4,C145/I07,M,NA,C,C145,C,NA,NA,3.057,0
M7,5,P138/I07,M,NA,P,P138,C,NA,NA,13.437,0
M7,6,C208/I07,M,NA,C,C208,C,NA,NA,3.467,0
M7,7,C214/I07,M,NA,C,C214,C,NA,NA,3.007,0
M7,8,C095/I07,M,NA,C,C095,C,NA,NA,15.567,0.239
M7,9,P185/I07,M,NA,P,P185,C,NA,NA,6.447,0.379
M7,10,C111/I07,M,NA,C,C111,C,NA,NA,6.727,0
M7,11,C022/I07,M,NA,C,C022,C,NA,NA,6.757,0.519
M7,12,P089/I07,M,NA,P,P089,C,NA,NA,3.987,0
M7,13,P183/I07,M,NA,P,P183,C,NA,NA,5.547,0
M7,14,C154/I07,M,NA,C,C154,C,NA,NA,5.787,0
M7,15,P077/I07,M,NA,P,P077,C,NA,NA,3.657,0
M7,16,P195/I07,M,NA,P,P195,C,NA,NA,2.827,0
M7,17,C197/I07,M,NA,C,C197,C,NA,NA,3.807,0
M7,18,C137/I07,M,NA,C,C137,C,NA,NA,10.507,0.089
M7,19,P050/I07,M,NA,P,P050,C,NA,NA,3.897,0
M7,20,C101/I07,M,NA,C,C101,C,NA,NA,6.437,0.159
M7,21,P128/I07,M,NA,P,P128,C,NA,NA,3.907,0
M7,22,P086/I07,M,NA,P,P086,C,NA,NA,3.567,0
M7,23,C203/I07,M,NA,C,C203,C,NA,NA,7.877,0
M7,24,C110/I07,M,NA,C,C110,C,NA,NA,6.237,0
M7,25,C126/I07,M,NA,C,C126,C,NA,NA,2.247,0
M7,26,C114/I07,M,NA,C,C114,C,NA,NA,3.767,0
M7,27,C039/I07,M,NA,C,C039,C,NA,NA,4.177,0
E10,101,P02/F46/I10,E,2,NA,246,P,38.7966,L,12.607,0
E10,102,P17/F48/I10,E,17,NA,1748,P,45.02376,H,5.557,0
E10,103,P11/F63/I10,E,11,NA,1163,P,43.28958,L,32.367,0
E10,104,P04/F46/I10,E,4,NA,446,P,40.06813,H,19.417,0
E10,105,P08/F63/I10,E,8,NA,863,P,41.97527,H,34.907,0.349
E10,106,P05/F34/I10,E,5,NA,534,P,41.42692,L,2.027,0
